gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3335271426	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/148503536/original.jpeg	https://www.inaturalist.org/photos/148503536					2021-08-04T04:38:25Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3335271426	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/148503483/original.jpeg	https://www.inaturalist.org/photos/148503483					2021-08-04T04:38:10Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3335271426	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/148503595/original.jpeg	https://www.inaturalist.org/photos/148503595					2021-08-04T04:38:33Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3335269623	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/148830185/original.jpeg	https://www.inaturalist.org/photos/148830185					2021-07-02T22:25:59Z	Susan Marley		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Susan Marley
3335269623	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/148830196/original.jpeg	https://www.inaturalist.org/photos/148830196					2021-07-02T22:26:09Z	Susan Marley		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Susan Marley
3335138314	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/33623027/original.jpeg	https://www.inaturalist.org/photos/33623027					2019-03-29T04:10:34Z	esthermapu		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esthermapu
3335138314	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/33623047/original.jpeg	https://www.inaturalist.org/photos/33623047					2019-03-29T04:10:58Z	esthermapu		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	esthermapu
3335104957	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/147838546/original.jpg	https://www.inaturalist.org/photos/147838546					2021-08-01T15:16:05Z	dominok		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dominok
3333545591	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/147072709/original.jpeg	https://www.inaturalist.org/photos/147072709					2021-07-25T20:06:51Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3333545591	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/147072751/original.jpeg	https://www.inaturalist.org/photos/147072751					2021-07-25T20:06:42Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3333545591	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/147072677/original.jpeg	https://www.inaturalist.org/photos/147072677					2021-07-25T20:07:09Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3331308748	StillImage	image/jpeg	https://archimg.mnhn.lu/Collections/Invertebrate-zoology/Mollusca-specimens/MNHNL59366.JPG											
3325577414	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127734797/original.jpeg	https://www.inaturalist.org/photos/127734797					2021-05-09T21:50:13Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3320871197	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/139676921/original.jpeg	https://www.inaturalist.org/photos/139676921					2020-12-07T06:37:00Z	yolanda		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	yolanda
3314234960	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/137641674/original.jpeg	https://www.inaturalist.org/photos/137641674					2021-06-20T01:08:45Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3314234960	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/137641640/original.jpeg	https://www.inaturalist.org/photos/137641640					2021-06-20T01:08:36Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3314234960	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/137641700/original.jpeg	https://www.inaturalist.org/photos/137641700					2021-06-20T01:08:49Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3314234960	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/137641725/original.jpeg	https://www.inaturalist.org/photos/137641725					2021-06-20T01:09:14Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3311802675				http://www.ispotnature.org/node/604631										
3302377382	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/134239911/original.jpeg	https://www.inaturalist.org/photos/134239911					2021-06-05T22:51:14Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3302354813	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/134239874/original.jpeg	https://www.inaturalist.org/photos/134239874					2021-06-05T22:49:56Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3302299151	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132305910/original.jpeg	https://www.inaturalist.org/photos/132305910					2021-05-18T14:51:13Z	maelan51		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maelan51
3302299151	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132303257/original.jpeg	https://www.inaturalist.org/photos/132303257					2021-05-18T14:50:59Z	maelan51		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maelan51
3302299151	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132305878/original.jpeg	https://www.inaturalist.org/photos/132305878					2021-05-18T14:51:06Z	maelan51		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maelan51
3302294205	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132303301/original.jpeg	https://www.inaturalist.org/photos/132303301					2021-05-18T14:52:12Z	maelan51		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maelan51
3302294205	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132306186/original.jpeg	https://www.inaturalist.org/photos/132306186					2021-05-18T14:52:31Z	maelan51		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maelan51
3302294205	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132306108/original.jpeg	https://www.inaturalist.org/photos/132306108					2021-05-18T14:52:21Z	maelan51		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	maelan51
3301975610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127687923/original.jpeg	https://www.inaturalist.org/photos/127687923					2021-05-09T21:07:02Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3301975610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127687845/original.jpeg	https://www.inaturalist.org/photos/127687845					2021-05-09T21:06:50Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3301975610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127687956/original.jpeg	https://www.inaturalist.org/photos/127687956					2021-05-09T21:07:25Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3301975610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127687887/original.jpeg	https://www.inaturalist.org/photos/127687887					2021-05-09T21:06:37Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3301824636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127526154/original.jpeg	https://www.inaturalist.org/photos/127526154					2021-05-03T18:24:00Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3301824636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127526233/original.jpeg	https://www.inaturalist.org/photos/127526233					2021-05-03T18:24:05Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3301824636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127526204/original.jpeg	https://www.inaturalist.org/photos/127526204					2021-05-03T18:23:52Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3128554336	StillImage	image/jpeg	https://www.nmr-pics.nl/PICTURES/NMR993000184874L.jpg			South Africa, Eastern Cape, Jeffreys Bay. September 2009.				Hans Post			http://creativecommons.org/licenses/by/4.0/	
3128553339	StillImage	image/jpeg	https://www.nmr-pics.nl/PICTURES/NMR993000184933L.jpg			South Africa, Eastern Cape, Cape St. Francis, near Seal Point Lighthouse. 26th September 2009.				Arie Frans de Jong			http://creativecommons.org/licenses/by/4.0/	
3128546337	StillImage	image/jpeg	https://www.nmr-pics.nl/PICTURES/NMR993000184860L.jpg			South Africa, Eastern Cape, Jeffreys Bay. September 2009.				Hans Post			http://creativecommons.org/licenses/by/4.0/	
3128543339	StillImage	image/jpeg	https://www.nmr-pics.nl/PICTURES/NMR993000184899L.jpg			South Africa, Eastern Cape, Jeffreys Bay. September 2009.				Hans Post			http://creativecommons.org/licenses/by/4.0/	
3118339666	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/128852308/original.jpeg	https://www.inaturalist.org/photos/128852308					2021-05-15T01:11:25Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3118339666	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/128852355/original.jpeg	https://www.inaturalist.org/photos/128852355					2021-05-15T01:11:49Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3118339666	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/128852338/original.jpeg	https://www.inaturalist.org/photos/128852338					2021-05-15T01:12:03Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3113434860	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127371008/original.jpg	https://www.inaturalist.org/photos/127371008					2021-05-02T07:14:00Z	Jack van der Linde		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jack van der Linde
3113293005	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127530790/original.jpg	https://www.inaturalist.org/photos/127530790					2021-05-08T19:41:23Z	Mark		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mark
3113293005	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/127530738/original.jpg	https://www.inaturalist.org/photos/127530738					2021-05-08T19:41:23Z	Mark		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mark
3112966381	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126445960/original.jpg	https://www.inaturalist.org/photos/126445960					2021-05-03T17:27:04Z	carel van der Colff		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	carel van der Colff
3112767607	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126678431/original.jpeg	https://www.inaturalist.org/photos/126678431					2011-01-02T19:40:04Z	Sea Change Project		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sea Change Project
3112642556	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126640354/original.jpg	https://www.inaturalist.org/photos/126640354					2021-05-02T20:40:08Z	Sea Change Project		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sea Change Project
3112631304	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126343838/original.jpeg	https://www.inaturalist.org/photos/126343838					2021-05-02T20:33:30Z	Gareth Fee		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gareth Fee
3112631304	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126343872/original.jpeg	https://www.inaturalist.org/photos/126343872					2021-05-02T20:33:36Z	Gareth Fee		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gareth Fee
3112631304	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126343802/original.jpeg	https://www.inaturalist.org/photos/126343802					2021-05-02T20:33:23Z	Gareth Fee		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gareth Fee
3112628312	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126272465/original.jpeg	https://www.inaturalist.org/photos/126272465					2021-05-01T18:36:19Z	Gareth Fee		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gareth Fee
3112579514	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/125235838/original.jpeg	https://www.inaturalist.org/photos/125235838					2021-05-02T21:53:16Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3112493613	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126663789/original.jpg	https://www.inaturalist.org/photos/126663789					2021-05-02T20:40:08Z	Sea Change Project		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sea Change Project
3112478569	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126663737/original.jpeg	https://www.inaturalist.org/photos/126663737					2021-05-02T20:32:47Z	Sea Change Project		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Sea Change Project
3112475003	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/125941200/original.jpeg	https://www.inaturalist.org/photos/125941200					2021-05-02T21:16:07Z	Brendan O'Loughlin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Brendan O'Loughlin
3112475003	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/125939574/original.jpeg	https://www.inaturalist.org/photos/125939574					2021-05-02T21:16:38Z	Brendan O'Loughlin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Brendan O'Loughlin
3112434395	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/126441392/original.jpg	https://www.inaturalist.org/photos/126441392					2021-05-03T17:06:09Z	carel van der Colff		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	carel van der Colff
3112430456	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/125233565/original.jpeg	https://www.inaturalist.org/photos/125233565					2021-05-02T21:53:10Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3109270275	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/122699095/original.jpeg	https://www.inaturalist.org/photos/122699095					2021-04-24T18:56:14Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3109255689	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/122677291/original.jpeg	https://www.inaturalist.org/photos/122677291					2021-04-24T00:40:23Z	GF		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	GF
3079868469	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/118711702/original.jpeg	https://www.inaturalist.org/photos/118711702					2021-04-03T21:23:15Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3079868469	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/118711685/original.jpeg	https://www.inaturalist.org/photos/118711685					2021-04-03T21:23:24Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3079868469	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/118711736/original.jpeg	https://www.inaturalist.org/photos/118711736					2021-04-03T21:23:08Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3079868469	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/118711662/original.jpeg	https://www.inaturalist.org/photos/118711662					2021-04-03T21:23:27Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
3070474381	StillImage	image/jpeg	https://static.inaturalist.org/photos/9834308/original.jpg	https://www.inaturalist.org/photos/9834308					2017-08-17T23:59:11Z	Eridan Xharahi		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Eridan Xharahi
3070309328	StillImage	image/jpeg	https://static.inaturalist.org/photos/6271659/original.jpg	https://www.facebook.com/photo.php?fbid=886656888045317&set=a.679713978739610.1073741830.100001030439217&type=3					2016-08-22T00:00:00Z	Eridan Xharahi		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Eridan Xharahi
3070309328	StillImage	image/jpeg	https://static.inaturalist.org/photos/6271658/original.jpg	https://www.facebook.com/photo.php?fbid=886656844711988&set=a.679713978739610.1073741830.100001030439217&type=3					2016-08-22T00:00:00Z	Eridan Xharahi		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Eridan Xharahi
3070300606	StillImage	image/jpeg	https://static.inaturalist.org/photos/33904345/original.jpeg	https://www.inaturalist.org/photos/33904345					2019-04-02T04:33:29Z	Francesco Tarantino		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Francesco Tarantino
3070300606	StillImage	image/jpeg	https://static.inaturalist.org/photos/33904327/original.jpeg	https://www.inaturalist.org/photos/33904327					2019-04-02T04:32:53Z	Francesco Tarantino		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Francesco Tarantino
3070300606	StillImage	image/jpeg	https://static.inaturalist.org/photos/33904402/original.jpeg	https://www.inaturalist.org/photos/33904402					2019-04-02T04:33:13Z	Francesco Tarantino		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Francesco Tarantino
3070300606	StillImage	image/jpeg	https://static.inaturalist.org/photos/33904389/original.jpeg	https://www.inaturalist.org/photos/33904389					2019-04-02T04:34:24Z	Francesco Tarantino		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Francesco Tarantino
3070300606	StillImage	image/jpeg	https://static.inaturalist.org/photos/33904367/original.jpeg	https://www.inaturalist.org/photos/33904367					2019-04-02T04:33:57Z	Francesco Tarantino		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Francesco Tarantino
3070300606	StillImage	image/jpeg	https://static.inaturalist.org/photos/33904377/original.jpeg	https://www.inaturalist.org/photos/33904377					2019-04-02T04:34:03Z	Francesco Tarantino		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Francesco Tarantino
3044624945	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/112716345/original.jpg	https://www.inaturalist.org/photos/112716345					2021-02-12T21:20:46Z	Helio Batista		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Helio Batista
3044624945	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/112716339/original.jpg	https://www.inaturalist.org/photos/112716339					2021-02-12T21:20:53Z	Helio Batista		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Helio Batista
3039473887	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/112384234/original.jpg	https://www.inaturalist.org/photos/112384234					2021-02-09T01:28:21Z	Helio Batista		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Helio Batista
3037068307	StillImage	image/jpeg	https://www.nmr-pics.nl/PICTURES/NMR993000175614A.jpg			Gibbula candei (d'Orbigny, 1844) | Collection Natural History Museum Rotterdam | NMR993000175614				Joop Trausel | Frans Slieker			http://creativecommons.org/licenses/by/4.0/	
3032001896	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/110222563/original.jpg	https://www.inaturalist.org/photos/110222563					2021-01-15T22:58:04Z	Lou Valence		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lou Valence
3032001896	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/110222571/original.jpg	https://www.inaturalist.org/photos/110222571					2021-01-15T22:58:13Z	Lou Valence		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Lou Valence
3018141922	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/109127102/original.jpg	https://www.inaturalist.org/photos/109127102					2021-01-04T01:03:08Z	Arian		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Arian
2988722631	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/105168399/original.jpg	https://www.inaturalist.org/photos/105168399					2020-11-17T07:52:04Z	bianca_t		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bianca_t
2988722631	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/105168400/original.jpg	https://www.inaturalist.org/photos/105168400					2020-11-17T07:52:39Z	bianca_t		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bianca_t
2988722631	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/105168384/original.jpg	https://www.inaturalist.org/photos/105168384					2020-11-17T07:52:20Z	bianca_t		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	bianca_t
2963792670	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101866088/original.jpg	https://www.inaturalist.org/photos/101866088					2020-10-24T12:42:54Z	trarieux79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	trarieux79
2963792670	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101727787/original.jpg	https://www.inaturalist.org/photos/101727787					2020-10-24T12:42:54Z	trarieux79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	trarieux79
2963792670	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101866079/original.jpg	https://www.inaturalist.org/photos/101866079					2020-10-24T12:42:54Z	trarieux79		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	trarieux79
2901568490	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/92623616/original.jpg	https://www.inaturalist.org/photos/92623616					2020-08-11T17:11:20Z	João Lima		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	João Lima
2901568490	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/92623636/original.jpg	https://www.inaturalist.org/photos/92623636					2020-08-11T17:11:25Z	João Lima		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	João Lima
2901568490	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/92623589/original.jpg	https://www.inaturalist.org/photos/92623589					2020-08-11T17:11:29Z	João Lima		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	João Lima
2883158566	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/97528952/original.jpeg	https://www.inaturalist.org/photos/97528952					2020-09-27T16:01:46Z	geoffspi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	geoffspi
2883156918	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/98888713/original.jpeg	https://www.inaturalist.org/photos/98888713					2020-09-27T14:19:00Z	linkie		iNaturalist	http://creativecommons.org/licenses/by/4.0/	linkie
2883152543	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/97529049/original.jpeg	https://www.inaturalist.org/photos/97529049					2020-09-27T16:03:23Z	geoffspi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	geoffspi
2883102574	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/97683710/original.jpeg	https://www.inaturalist.org/photos/97683710					2020-09-27T23:31:33Z	linkie		iNaturalist	http://creativecommons.org/licenses/by/4.0/	linkie
2882925328	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/27005943/original.jpg	https://www.inaturalist.org/photos/27005943					2018-10-07T22:57:52Z	Bernard Picton		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Bernard Picton
2873749619	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/97575706/original.jpg	https://www.inaturalist.org/photos/97575706					2020-09-27T23:08:32Z	Andreas Manz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Andreas Manz
2873749619	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/97575834/original.jpg	https://www.inaturalist.org/photos/97575834					2020-09-27T23:08:23Z	Andreas Manz		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Andreas Manz
2868317924	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/96086254/original.jpeg	https://www.inaturalist.org/photos/96086254					2020-09-20T06:07:19Z	Papageorgiou Nikolaos		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Papageorgiou Nikolaos
2868317924	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/96086278/original.jpeg	https://www.inaturalist.org/photos/96086278					2020-09-20T06:07:38Z	Papageorgiou Nikolaos		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Papageorgiou Nikolaos
2868317924	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/96086300/original.jpeg	https://www.inaturalist.org/photos/96086300					2020-09-20T06:07:58Z	Papageorgiou Nikolaos		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Papageorgiou Nikolaos
2862521998	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93877361/original.jpeg	https://www.inaturalist.org/photos/93877361					2020-09-07T08:57:16Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862521998	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93877336/original.jpeg	https://www.inaturalist.org/photos/93877336					2020-09-07T08:57:21Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862521998	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93877352/original.jpeg	https://www.inaturalist.org/photos/93877352					2020-09-07T08:57:27Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862521998	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93877302/original.jpeg	https://www.inaturalist.org/photos/93877302					2020-09-07T08:56:52Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862521998	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93877319/original.jpeg	https://www.inaturalist.org/photos/93877319					2020-09-07T08:57:08Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862340015	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93893282/original.jpeg	https://www.inaturalist.org/photos/93893282					2020-09-07T10:22:28Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862340015	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93893302/original.jpeg	https://www.inaturalist.org/photos/93893302					2020-09-07T10:23:03Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862340015	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93893244/original.jpeg	https://www.inaturalist.org/photos/93893244					2020-09-07T10:23:21Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
2862340015	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93893229/original.jpeg	https://www.inaturalist.org/photos/93893229					2020-09-07T10:23:13Z	anasacuta		iNaturalist	http://creativecommons.org/licenses/by/4.0/	anasacuta
